,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
9282,459571,Female,Yes,53,Yes,Executive,0,High,4,Cat_6,C
9283,462297,Female,No,29,Yes,Artist,14,Low,2,Cat_6,B
9284,462617,Male,No,19,No,Healthcare,0,Low,5,Cat_4,D
9285,464302,Female,Yes,50,Yes,Doctor,1,Low,3,Cat_6,B
9286,463735,Male,No,29,Yes,Healthcare,4,Low,2,Cat_6,C
9287,460956,Female,Yes,47,Yes,Artist,1,Average,4,Cat_3,C
9288,466297,Female,No,21,No,Healthcare,1,Low,4,Cat_4,D
9289,459663,Male,No,31,Yes,Artist,,Low,6,Cat_3,A
9290,460148,Female,Yes,73,No,Engineer,1,Low,,,A
9291,459693,Female,Yes,50,Yes,Artist,0,High,3,,C
9292,463163,Male,No,26,No,Executive,2,Low,2,Cat_3,D
9293,463321,Male,No,22,No,Healthcare,1,Low,3,Cat_1,D
9294,459987,Male,Yes,53,Yes,Healthcare,,High,2,Cat_6,D
9295,464100,Female,No,33,Yes,Healthcare,1,Low,1,Cat_6,D
9296,464195,Male,No,29,Yes,Artist,0,Low,1,Cat_6,A
9297,463265,Male,Yes,70,Yes,Artist,1,Average,3,Cat_6,C
9298,461513,Male,No,33,Yes,Doctor,0,Low,2,Cat_6,B
9299,463698,Female,Yes,53,No,Engineer,0,Average,2,Cat_6,B
9300,466738,Female,No,27,Yes,Healthcare,0,Low,,Cat_6,D
9301,463298,Male,Yes,50,No,Entertainment,0,Low,2,Cat_6,A
9302,466140,Male,Yes,28,Yes,Entertainment,1,Low,2,Cat_6,D
9303,465904,Male,No,37,Yes,Artist,9,Low,1,Cat_6,A
9304,459420,Female,Yes,70,Yes,Lawyer,1,Low,2,Cat_6,C
9305,462234,Male,Yes,27,No,,1,Average,6,Cat_4,D
9306,459516,Female,,56,Yes,Artist,,Average,2,Cat_6,D
9307,465851,Female,Yes,50,No,Artist,9,High,2,Cat_4,A
9308,464804,Male,Yes,27,No,Entertainment,0,Low,1,Cat_4,A
9309,464210,Male,No,43,Yes,Marketing,0,Low,2,Cat_6,A
9310,460074,Female,No,48,Yes,Lawyer,4,Low,1,Cat_6,A
9311,467848,Male,No,37,Yes,Artist,12,Low,1,Cat_6,B
9312,462229,Male,No,23,No,,0,Low,8,Cat_4,D
9313,462282,Male,No,29,No,Healthcare,1,Low,3,Cat_6,D
9314,462655,Male,No,38,Yes,Entertainment,0,Low,2,Cat_4,D
9315,459887,Male,Yes,46,No,Artist,3,Average,2,,D
9316,461863,Male,No,33,No,Doctor,2,Low,4,Cat_6,A
9317,461927,Male,No,32,No,Healthcare,1,Low,4,Cat_2,A
9318,464125,Male,Yes,40,No,Doctor,0,Average,2,Cat_3,D
9319,459464,Male,No,29,Yes,Artist,,Low,2,Cat_6,B
9320,460522,Female,Yes,29,No,Homemaker,,Average,2,Cat_4,C
9321,465029,Female,Yes,74,No,Lawyer,1,High,2,Cat_6,C
9322,459590,Male,Yes,22,No,Executive,1,High,3,Cat_6,D
9323,460988,Male,Yes,43,Yes,Entertainment,0,Average,3,Cat_4,B
9324,465937,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6,D
9325,466017,Female,Yes,45,Yes,Homemaker,1,Low,1,Cat_3,B
9326,460507,Male,No,30,No,Doctor,1,Low,4,Cat_3,D
9327,467845,Male,Yes,52,Yes,Entertainment,1,Low,2,Cat_6,C
9328,465171,Female,Yes,48,Yes,Artist,8,High,4,Cat_6,C
9329,459892,Female,Yes,50,Yes,Artist,1,Low,1,Cat_6,A
9330,466918,Male,Yes,56,Yes,Artist,1,Average,1,Cat_6,C
9331,466659,Male,Yes,60,Yes,Doctor,1,High,2,Cat_3,B
9332,460050,Male,Yes,53,Yes,Entertainment,3,Low,2,Cat_6,A
9333,463774,Male,Yes,33,Yes,Healthcare,0,Average,2,Cat_6,A
9334,461518,Female,Yes,45,Yes,Artist,1,Average,4,Cat_3,C
9335,467160,Male,Yes,43,No,,1,Average,2,Cat_3,C
9336,464364,Male,Yes,39,Yes,Artist,7,Average,2,Cat_6,C
9337,463024,Male,No,43,Yes,Artist,,Low,1,Cat_6,C
9338,459233,Female,Yes,53,Yes,Marketing,6,Low,1,Cat_6,D
9339,462428,Male,Yes,67,Yes,Entertainment,2,Average,3,Cat_6,C
9340,459061,Female,Yes,35,Yes,Healthcare,9,High,3,Cat_6,B
9341,466932,Female,No,49,Yes,Doctor,,Low,2,Cat_6,D
9342,467322,Female,Yes,48,Yes,Artist,1,Average,2,Cat_1,C
9343,464695,Male,No,26,No,Engineer,0,Low,4,Cat_4,D
9344,464499,Male,Yes,43,Yes,Executive,1,High,4,Cat_6,B
9345,465286,Male,No,36,Yes,Artist,8,Low,1,Cat_6,B
9346,465216,Male,Yes,35,Yes,Executive,8,High,4,Cat_6,C
9347,464556,Female,No,39,Yes,Artist,1,Low,3,Cat_6,A
9348,467904,Female,No,25,Yes,Artist,13,Low,1,Cat_6,A
9349,462664,Male,Yes,69,No,Artist,2,Low,2,Cat_6,A
9350,463606,Male,No,21,No,Marketing,0,Low,4,Cat_2,D
9351,467934,Female,No,40,Yes,Artist,1,Low,1,Cat_6,A
9352,459198,Female,Yes,66,Yes,Artist,0,Average,3,Cat_6,C
9353,463262,Female,Yes,70,No,Lawyer,3,High,2,Cat_6,A
9354,461491,Female,Yes,70,Yes,Artist,8,Average,2,Cat_6,C
9355,462413,Male,Yes,46,Yes,Artist,0,Average,3,Cat_6,C
9356,460416,Male,No,28,Yes,Healthcare,14,Low,1,Cat_6,D
9357,460488,Male,No,42,No,Doctor,0,Low,1,Cat_3,D
9358,466362,Male,Yes,65,Yes,Lawyer,1,High,2,Cat_6,B
9359,466013,Male,No,22,No,Healthcare,2,Low,3,Cat_4,D
9360,460181,Female,Yes,37,Yes,Marketing,9,Low,1,Cat_6,A
9361,466445,Female,,21,No,Healthcare,,Low,4,Cat_6,D
9362,459351,Female,Yes,57,Yes,Artist,0,High,,Cat_1,C
9363,462668,Female,No,38,Yes,Artist,4,Low,1,Cat_6,A
9364,459445,Female,Yes,35,Yes,Artist,0,Average,3,Cat_6,C
9365,464078,Male,Yes,88,No,Lawyer,0,Low,,Cat_6,B
9366,466650,Female,No,30,No,Healthcare,8,Low,3,Cat_4,D
9367,462631,Female,Yes,35,No,Engineer,2,High,4,Cat_4,D
9368,459759,Female,Yes,38,Yes,Artist,0,Average,3,Cat_6,C
9369,465688,Female,Yes,63,,Artist,1,Average,3,Cat_3,B
9370,466847,Female,No,33,No,Doctor,,Low,2,Cat_6,A
9371,460866,Male,No,28,Yes,Doctor,1,Low,9,Cat_4,B
9372,467313,Male,Yes,35,Yes,Entertainment,1,Average,2,Cat_6,A
9373,466779,Male,No,22,No,,2,Low,2,Cat_3,D
9374,466205,Female,Yes,58,Yes,Artist,6,Low,1,Cat_6,C
9375,466938,Male,Yes,59,Yes,Artist,8,Low,1,Cat_6,A
9376,460129,Female,No,25,Yes,Engineer,8,Low,2,Cat_6,A
9377,459833,Male,Yes,70,Yes,Executive,1,High,2,Cat_6,C
9378,461115,Female,Yes,32,No,Engineer,5,Low,3,Cat_1,A
9379,464287,Male,Yes,42,Yes,Artist,,Average,3,Cat_2,A
9380,464974,Male,Yes,60,No,Artist,0,Average,2,Cat_4,B
9381,461110,Male,No,18,No,Healthcare,,Low,3,Cat_3,D
9382,463892,Male,No,42,Yes,Artist,8,Low,1,Cat_6,B
9383,459050,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
9384,464782,Male,Yes,35,No,Marketing,0,Low,3,Cat_4,D
9385,460212,Male,Yes,37,Yes,Entertainment,11,Low,6,Cat_6,D
9386,467489,Male,No,30,Yes,Healthcare,0,Low,1,Cat_6,D
9387,463779,Female,No,32,No,Healthcare,0,Low,,Cat_7,D
9388,466598,Female,Yes,45,Yes,Artist,9,Low,2,Cat_6,C
9389,464703,Male,Yes,40,No,Doctor,1,Average,5,Cat_4,A
9390,460088,Female,Yes,25,Yes,Homemaker,,High,2,Cat_6,B
9391,466406,Male,Yes,55,Yes,Entertainment,1,Low,3,Cat_6,A
9392,460637,Female,No,18,No,Healthcare,,Low,,Cat_3,A
9393,461349,Male,No,26,Yes,Doctor,0,Low,5,Cat_6,D
9394,463368,Female,Yes,42,Yes,Artist,3,High,3,Cat_2,C
9395,462087,Female,No,31,Yes,Healthcare,9,Low,3,Cat_2,A
9396,463458,Male,Yes,26,Yes,Entertainment,1,Average,2,Cat_6,B
9397,463773,Male,Yes,36,Yes,Artist,9,Average,2,Cat_6,C
9398,459632,Female,Yes,50,No,Marketing,0,High,3,Cat_4,C
9399,461526,Male,Yes,83,No,Entertainment,0,Low,2,Cat_6,A
9400,464212,Female,Yes,56,Yes,Marketing,0,Average,2,Cat_6,C
9401,462174,Female,Yes,41,Yes,Engineer,8,Average,4,Cat_4,B
9402,467203,Female,Yes,36,Yes,Artist,5,Average,2,Cat_6,C
9403,462264,Male,Yes,45,Yes,Entertainment,0,Average,4,Cat_6,C
9404,461350,Male,No,30,No,Healthcare,1,Low,4,Cat_2,D
9405,461665,Male,Yes,61,Yes,Entertainment,4,Average,2,Cat_5,B
9406,465936,Male,No,35,Yes,Artist,6,Low,3,Cat_6,B
9407,463344,Male,Yes,59,Yes,Artist,3,Average,2,Cat_6,B
9408,462051,Male,No,23,No,Healthcare,,Low,5,Cat_4,D
9409,467428,Female,Yes,46,Yes,Entertainment,2,Average,2,Cat_6,B
9410,459004,Female,Yes,51,Yes,Artist,1,High,5,Cat_6,C
9411,467896,Female,No,22,No,Healthcare,4,Low,3,Cat_6,D
9412,464933,Male,No,25,No,,0,Low,1,Cat_4,D
9413,460726,Male,Yes,57,Yes,Artist,3,Average,2,Cat_6,B
9414,460734,Male,Yes,41,Yes,Entertainment,9,Average,,Cat_2,B
9415,463689,Female,Yes,41,Yes,Doctor,1,Low,,Cat_6,B
9416,461514,Male,No,31,No,Healthcare,1,Low,4,Cat_6,B
9417,466917,Male,Yes,40,No,Executive,4,Low,,Cat_6,A
9418,467742,Male,Yes,59,Yes,Artist,4,High,4,Cat_6,B
9419,465396,Female,Yes,39,No,Engineer,9,Average,6,Cat_4,D
9420,460191,Female,No,33,No,Healthcare,8,Low,4,Cat_6,D
9421,460910,Male,No,27,Yes,Healthcare,0,Low,2,Cat_6,A
9422,465674,Female,No,39,Yes,Entertainment,1,Low,2,Cat_4,A
9423,464597,Male,No,41,No,Artist,5,Low,2,Cat_6,C
9424,464952,Female,Yes,70,No,Engineer,0,Average,2,Cat_4,B
9425,465547,Female,Yes,71,,Lawyer,1,Low,1,Cat_6,C
9426,460458,Female,No,41,No,Marketing,1,Low,,Cat_3,D
9427,462604,Female,Yes,38,No,Doctor,1,Average,3,Cat_4,A
9428,465708,Female,Yes,60,Yes,Artist,0,High,2,Cat_3,C
9429,465372,Female,No,40,Yes,Entertainment,0,Low,1,Cat_6,A
9430,464353,Female,No,51,Yes,Artist,0,Low,1,Cat_6,A
9431,464835,Male,No,19,No,Healthcare,1,Low,6,Cat_4,D
9432,467311,Male,Yes,71,Yes,Lawyer,1,High,3,Cat_6,A
9433,459769,Male,No,42,Yes,Marketing,1,Low,,Cat_6,D
9434,467217,Female,Yes,79,Yes,Lawyer,,High,2,Cat_6,D
9435,460122,Female,No,41,No,Artist,0,Low,1,Cat_6,A
9436,461479,Female,Yes,52,Yes,Artist,1,Average,3,Cat_6,C
9437,467080,Female,Yes,87,Yes,Lawyer,1,High,2,Cat_6,A
9438,465148,Male,No,31,No,Artist,0,Low,,,A
9439,465775,Female,No,31,Yes,Engineer,9,Low,3,Cat_6,D
9440,463650,Male,No,29,No,Doctor,1,Low,3,Cat_6,D
9441,463292,Male,Yes,41,No,Executive,0,High,3,Cat_6,C
9442,461096,Female,No,33,No,Engineer,9,Low,4,Cat_3,B
9443,461796,Male,Yes,39,Yes,Artist,1,Average,2,Cat_1,A
9444,459030,Male,Yes,46,No,Executive,6,High,6,Cat_6,C
9445,461791,Female,No,22,No,Lawyer,8,Low,1,Cat_6,D
9446,459217,Female,Yes,60,No,Lawyer,1,Average,3,Cat_6,B
9447,462290,Female,No,33,Yes,Doctor,1,Low,1,Cat_6,B
9448,463814,Female,No,26,No,Healthcare,6,Low,3,Cat_5,D
9449,467503,Female,No,27,Yes,Artist,1,Low,4,Cat_6,D
9450,465655,Female,No,45,Yes,Artist,1,Low,1,Cat_6,A
9451,465110,Male,Yes,42,Yes,Entertainment,9,Low,5,Cat_6,D
9452,463413,Male,Yes,41,No,Doctor,1,Average,2,Cat_4,A
9453,460707,Male,Yes,38,No,Artist,1,Average,3,Cat_6,C
9454,461422,Male,Yes,52,Yes,Executive,1,Average,6,Cat_6,B
9455,461782,Female,Yes,45,Yes,Artist,,High,5,Cat_6,C
9456,461486,Male,Yes,59,No,Entertainment,8,Average,3,Cat_6,C
9457,460220,Female,No,37,Yes,Entertainment,1,Low,2,Cat_2,D
9458,467054,Male,No,23,No,Healthcare,1,Low,3,Cat_6,D
9459,466657,Female,Yes,86,Yes,Lawyer,0,High,2,Cat_6,C
9460,462612,Female,Yes,32,No,Doctor,,High,6,Cat_4,B
9461,460445,Male,No,29,Yes,Engineer,0,Low,4,Cat_3,D
9462,467121,Male,Yes,53,Yes,Doctor,1,Low,,Cat_6,A
9463,461986,Male,No,31,Yes,Healthcare,14,Low,4,Cat_6,B
9464,465496,Male,Yes,84,Yes,Lawyer,,Low,2,Cat_2,C
9465,464114,Female,No,36,No,Doctor,0,Low,2,Cat_6,A
9466,466325,Female,No,25,No,Marketing,1,Low,2,Cat_3,A
9467,459768,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
9468,461227,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
9469,466826,Male,Yes,41,Yes,Entertainment,1,Low,2,Cat_6,A
9470,460230,Male,No,28,Yes,Healthcare,1,Low,4,Cat_6,C
9471,459481,Male,Yes,47,No,Lawyer,0,Low,2,Cat_6,A
9472,467444,Female,Yes,36,Yes,Artist,,Low,2,Cat_6,B
9473,461175,Male,Yes,57,Yes,Healthcare,1,Low,3,Cat_6,B
9474,461985,Male,No,31,Yes,Entertainment,,Low,,Cat_5,A
9475,462658,Female,Yes,25,Yes,Homemaker,9,Average,2,,A
9476,463658,Male,Yes,43,Yes,Artist,3,Average,3,Cat_6,C
9477,466577,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,D
9478,462091,Male,No,23,No,Healthcare,0,Low,5,Cat_4,D
9479,459991,Male,Yes,40,Yes,Artist,6,Low,1,Cat_6,A
9480,459747,Female,Yes,36,Yes,Artist,1,Average,5,Cat_6,C
9481,465120,Female,No,27,Yes,Healthcare,1,Low,4,Cat_6,D
9482,461388,Male,No,21,No,Healthcare,,Low,5,Cat_2,D
9483,462579,Female,Yes,68,No,Lawyer,1,Low,2,Cat_4,B
9484,462842,Male,No,23,No,Doctor,6,Low,4,Cat_2,D
9485,464499,Male,Yes,41,Yes,Executive,1,High,4,Cat_6,C
9486,467737,Female,Yes,51,Yes,Entertainment,5,Average,2,Cat_6,B
9487,463569,Female,Yes,59,No,Marketing,1,Average,4,Cat_1,D
9488,465435,Female,No,31,Yes,Artist,5,Low,1,Cat_6,A
9489,462841,Male,No,21,No,Healthcare,9,Low,6,Cat_6,A
9490,466288,Male,Yes,36,Yes,Artist,7,Average,5,Cat_2,B
9491,463235,Female,No,21,No,,1,Low,4,Cat_6,D
9492,461041,Female,Yes,72,No,Lawyer,0,High,7,Cat_3,D
9493,467531,Male,Yes,75,Yes,Lawyer,2,Low,1,Cat_6,D
9494,464348,Male,No,43,Yes,Artist,1,Low,2,Cat_6,A
9495,467469,Male,Yes,43,No,Entertainment,,Average,3,Cat_4,D
9496,461898,Male,Yes,60,Yes,Executive,5,High,3,Cat_6,C
9497,459302,Female,Yes,57,Yes,Artist,,Average,4,Cat_2,C
9498,465359,Female,Yes,42,No,Artist,1,Low,1,Cat_6,C
9499,464468,Male,Yes,50,Yes,Artist,1,Low,3,Cat_6,C
9500,461296,Female,Yes,83,Yes,Lawyer,0,High,2,Cat_6,C
9501,460961,Male,No,20,No,Healthcare,1,Low,2,Cat_3,D
9502,464582,Female,Yes,63,Yes,Marketing,0,Low,2,Cat_6,D
9503,467846,Male,Yes,48,Yes,Artist,1,Average,3,Cat_6,C
9504,464200,Female,No,32,No,Healthcare,1,Low,3,Cat_6,C
9505,465308,Female,No,22,No,Doctor,1,Low,4,Cat_7,B
9506,466483,Male,No,31,Yes,Healthcare,,Low,1,Cat_3,D
9507,466125,Female,Yes,65,Yes,Artist,0,Low,2,Cat_6,B
9508,464456,Male,Yes,29,Yes,Artist,1,Low,4,Cat_6,A
9509,465747,Female,No,40,Yes,Artist,6,Low,1,Cat_6,C
9510,460153,Male,No,35,Yes,Entertainment,8,Low,5,Cat_6,C
9511,459903,Male,Yes,27,Yes,Entertainment,9,Low,4,Cat_6,C
9512,459247,Male,Yes,58,Yes,Executive,1,Average,5,Cat_6,A
9513,464779,Female,No,27,No,Engineer,1,Low,1,Cat_4,A
9514,460541,Female,Yes,36,Yes,Homemaker,1,Average,3,Cat_3,D
9515,465359,Female,Yes,40,No,Artist,1,Low,1,Cat_6,C
9516,467207,Female,No,27,Yes,Artist,8,Low,1,Cat_6,B
9517,459703,Male,Yes,37,Yes,Artist,0,Low,3,Cat_6,A
9518,465787,Male,No,18,No,Healthcare,1,Low,5,Cat_4,D
9519,462825,Male,Yes,41,No,Executive,1,High,2,Cat_4,B
9520,462435,Male,Yes,49,Yes,Artist,,Average,2,Cat_6,C
9521,459153,Female,Yes,75,Yes,,0,High,2,Cat_6,B
9522,460612,Male,No,27,Yes,Entertainment,8,Low,4,Cat_3,D
9523,460576,Male,Yes,49,No,Executive,9,High,5,Cat_3,B
9524,459701,Male,No,47,No,Artist,3,Low,3,Cat_5,B
9525,465505,Male,Yes,63,Yes,Artist,1,Average,4,Cat_6,A
9526,465491,Female,No,35,Yes,Artist,0,Low,3,Cat_6,B
9527,461247,Female,No,49,Yes,Artist,4,Low,1,Cat_6,A
9528,459184,Male,Yes,39,Yes,Entertainment,1,Low,4,Cat_4,A
9529,462385,Male,No,23,No,Doctor,4,Low,3,Cat_6,C
9530,463941,Female,No,32,No,Artist,1,Low,6,Cat_4,D
9531,462266,Male,No,25,Yes,Doctor,8,Low,5,Cat_6,D
9532,460404,Male,Yes,38,Yes,Artist,5,Low,7,Cat_6,A
9533,462610,Male,No,27,Yes,Doctor,1,Low,6,Cat_4,D
9534,467548,Male,Yes,48,Yes,Artist,0,High,2,Cat_6,B
9535,465246,Male,No,21,No,Healthcare,1,Low,5,Cat_4,D
9536,462131,Female,No,42,Yes,Artist,8,Low,3,Cat_2,C
9537,463833,Female,No,25,No,Doctor,,Low,4,Cat_4,A
9538,459594,Female,Yes,42,Yes,Artist,5,Low,1,Cat_6,A
9539,459234,Female,Yes,83,No,Lawyer,1,Low,1,Cat_6,D
9540,464527,Male,No,25,No,Executive,12,Low,3,Cat_6,A
9541,460287,Male,Yes,53,Yes,Artist,0,Low,1,Cat_6,B
9542,464912,Male,,32,Yes,Doctor,,Average,2,Cat_4,A
9543,467369,Male,No,41,Yes,Artist,4,Low,3,Cat_6,D
9544,464212,Female,Yes,58,Yes,Marketing,0,Average,2,Cat_6,A
9545,461449,Female,Yes,38,Yes,Artist,5,High,3,Cat_4,B
9546,460735,Male,Yes,35,Yes,Engineer,1,Average,4,Cat_3,A
9547,465388,Female,No,31,Yes,Marketing,0,Low,1,Cat_6,D
9548,464950,Male,No,21,No,Healthcare,1,Low,4,Cat_4,D
9549,462220,Female,No,18,No,Healthcare,7,Low,3,Cat_4,D
9550,465172,Female,Yes,43,Yes,Artist,8,Average,2,Cat_6,D
9551,463789,Female,Yes,53,Yes,Artist,1,Low,2,Cat_6,C
9552,466394,Female,Yes,42,No,Entertainment,6,Average,5,Cat_6,A
9553,465865,Female,No,41,Yes,Healthcare,9,Low,1,Cat_6,D
9554,458999,Male,Yes,55,Yes,Artist,1,Average,2,Cat_6,C
9555,463176,Male,Yes,39,Yes,Artist,,Average,4,Cat_3,B
9556,459582,Male,Yes,27,No,Entertainment,,Average,3,Cat_6,A
9557,463147,Male,No,31,No,Healthcare,,Low,4,Cat_6,B
9558,463883,Male,No,30,No,Healthcare,0,Low,2,Cat_4,B
9559,463382,Female,Yes,50,Yes,Engineer,4,High,3,Cat_6,B
9560,465856,Male,Yes,41,Yes,Artist,11,High,2,Cat_6,A
9561,460021,Female,Yes,48,Yes,Artist,0,Average,4,Cat_6,B
9562,461858,Male,No,31,No,Entertainment,1,Low,7,Cat_4,D
9563,467460,Female,Yes,36,Yes,Homemaker,8,Average,2,Cat_7,B
9564,462752,Female,No,26,No,Healthcare,,Low,1,Cat_6,D
9565,465384,Male,Yes,56,Yes,Artist,0,High,2,Cat_6,B
9566,462268,Female,Yes,77,Yes,Lawyer,6,High,2,Cat_6,B
9567,465667,Male,No,21,No,Healthcare,0,Low,3,Cat_2,D
9568,460075,Female,No,25,Yes,Artist,,Low,1,Cat_6,B
9569,462583,Male,No,26,Yes,Artist,0,Low,4,Cat_4,D
9570,464975,Male,Yes,65,Yes,Doctor,5,Low,,Cat_4,A
9571,463964,Male,No,33,No,Healthcare,1,Low,4,Cat_6,C
9572,465924,Female,No,28,Yes,Marketing,0,Low,2,Cat_6,D
9573,467176,Male,No,27,No,Healthcare,1,Low,3,Cat_3,A
9574,463504,Male,No,26,Yes,Healthcare,,Low,1,Cat_6,D
9575,462255,Male,Yes,73,Yes,Executive,1,High,3,Cat_6,C
9576,466884,Female,Yes,43,No,Doctor,1,Low,1,Cat_6,A
9577,466609,Female,Yes,47,Yes,Artist,0,Average,5,Cat_6,C
9578,467892,Male,No,23,No,Doctor,1,Low,5,Cat_6,D
9579,463884,Female,No,28,No,Artist,0,Low,1,Cat_6,B
9580,462738,Female,No,28,Yes,Healthcare,,Low,3,Cat_2,D
9581,465373,Male,Yes,49,Yes,Artist,4,Average,4,Cat_6,C
9582,460581,Male,Yes,27,Yes,Healthcare,2,Average,2,Cat_3,A
9583,466533,Female,No,53,Yes,Entertainment,1,Low,1,Cat_6,D
9584,465568,Male,Yes,43,Yes,Executive,2,High,3,Cat_6,D
9585,463341,Female,Yes,48,No,Engineer,1,Average,6,Cat_3,A
9586,462577,Female,Yes,70,No,Marketing,0,High,2,Cat_4,D
9587,462666,Male,Yes,48,Yes,Artist,0,Low,2,Cat_6,C
9588,462973,Male,Yes,39,Yes,Artist,9,Average,2,Cat_3,B
9589,461086,Male,No,23,No,Healthcare,1,Low,7,Cat_3,D
9590,462304,Male,Yes,62,Yes,Artist,1,Low,4,Cat_4,B
9591,461352,Male,No,25,No,Healthcare,3,Low,5,Cat_2,D
9592,466277,Male,No,18,No,Healthcare,0,Low,5,Cat_3,D
9593,460978,Female,No,35,Yes,Healthcare,3,Low,6,Cat_2,D
9594,459197,Female,Yes,39,Yes,,0,Average,2,Cat_6,A
9595,463267,Male,Yes,31,No,Homemaker,9,Low,1,Cat_4,A
9596,461507,Male,Yes,35,Yes,Entertainment,0,Low,2,Cat_6,D
9597,459383,Male,Yes,36,No,Engineer,0,Low,1,Cat_6,D
9598,467435,Female,No,30,No,Artist,0,Low,,Cat_6,C
9599,459863,Male,Yes,61,No,Healthcare,,Low,3,Cat_6,A
9600,462804,Male,Yes,39,No,Executive,5,High,3,Cat_4,D
9601,459095,Male,Yes,35,No,Entertainment,9,Low,3,Cat_1,A
9602,463356,Male,No,29,Yes,Healthcare,5,Low,4,Cat_2,D
9603,467437,Female,Yes,76,Yes,Lawyer,0,High,2,Cat_6,B
9604,461673,Male,No,33,No,Healthcare,0,Low,5,Cat_5,C
9605,465288,Female,Yes,20,No,Engineer,1,Low,2,Cat_4,A
9606,466076,Male,No,19,No,Healthcare,8,Low,3,Cat_6,D
9607,463537,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6,D
9608,460377,Female,Yes,68,Yes,Lawyer,0,Low,1,Cat_6,C
9609,459535,Male,Yes,46,Yes,Artist,8,Average,2,Cat_6,C
9610,466946,Male,Yes,61,Yes,Entertainment,0,Average,2,Cat_6,C
9611,459965,Male,No,25,Yes,Artist,7,Low,1,Cat_2,A
9612,461124,Male,No,19,No,Healthcare,1,Low,8,Cat_4,D
9613,465199,Male,Yes,32,Yes,Entertainment,1,Low,2,Cat_6,A
9614,462981,Female,No,26,No,Homemaker,8,Low,1,Cat_6,D
9615,466395,Female,Yes,37,Yes,Doctor,2,High,2,Cat_4,A
9616,465010,Female,No,42,Yes,Marketing,,Low,3,Cat_6,D
9617,461891,Male,Yes,48,Yes,Artist,0,Average,2,Cat_6,C
9618,462018,Male,No,22,No,Healthcare,8,Low,5,Cat_2,D
9619,467948,Female,No,20,No,Healthcare,0,Low,3,Cat_6,D
9620,467917,Female,No,27,Yes,Healthcare,3,Low,4,Cat_1,D
9621,460474,Female,Yes,40,No,Homemaker,9,Average,5,Cat_4,A
9622,462641,Female,Yes,42,No,,,Average,,Cat_4,D
9623,460369,Female,Yes,50,Yes,Artist,,Low,2,Cat_6,C
9624,459639,Female,Yes,56,Yes,Artist,,Low,1,Cat_6,B
9625,466418,Male,Yes,87,No,Lawyer,1,Low,1,Cat_4,C
9626,459344,Female,Yes,88,Yes,Artist,1,High,2,Cat_6,D
9627,463427,Female,Yes,27,Yes,Engineer,1,Low,2,Cat_6,D
9628,464957,Female,Yes,87,No,Lawyer,0,Low,1,Cat_4,A
9629,462787,Female,No,29,No,Artist,1,Low,1,Cat_3,A
9630,465514,Male,No,27,Yes,Entertainment,1,Low,5,Cat_4,D
9631,460590,Male,Yes,37,Yes,Artist,0,Average,3,Cat_3,B
9632,465263,Male,Yes,65,Yes,Artist,1,High,2,Cat_6,C
9633,462667,Female,Yes,40,No,Homemaker,2,Average,2,Cat_6,A
9634,465409,Female,No,31,No,Doctor,,Low,4,Cat_6,D
9635,461860,Female,Yes,77,Yes,Lawyer,1,High,2,Cat_6,D
9636,464885,Female,No,38,No,Engineer,1,Low,2,Cat_4,C
9637,466432,Male,No,42,Yes,Entertainment,1,Low,1,Cat_7,A
9638,464796,Male,Yes,43,No,Marketing,3,High,4,Cat_4,A
9639,462365,Male,Yes,85,Yes,Lawyer,1,High,2,Cat_6,C
9640,462848,Female,Yes,23,No,Healthcare,7,High,2,Cat_6,B
9641,461023,Male,Yes,65,No,Lawyer,,High,2,Cat_3,D
9642,461297,Male,Yes,73,No,Lawyer,0,High,2,Cat_6,B
9643,467014,Male,Yes,36,Yes,Executive,9,High,3,Cat_6,C
9644,463187,Female,Yes,52,Yes,Artist,8,Low,2,Cat_6,A
9645,460103,Male,No,26,Yes,Artist,1,Low,1,Cat_4,D
9646,459479,Male,Yes,70,No,Marketing,1,Low,2,Cat_6,A
9647,463620,Male,No,19,No,Healthcare,1,Low,4,Cat_2,D
9648,461161,Male,No,48,Yes,Entertainment,1,Low,2,Cat_3,A
9649,462872,Female,Yes,47,No,Engineer,10,Low,2,Cat_3,D
9650,460811,Female,Yes,52,No,Engineer,1,High,2,Cat_6,A
9651,463297,Male,No,27,Yes,Healthcare,4,Low,2,Cat_6,D
9652,464159,Female,Yes,68,Yes,Artist,1,Low,1,Cat_4,B
9653,466535,Male,No,26,Yes,Artist,8,Low,1,Cat_6,D
9654,466303,Male,Yes,67,Yes,Lawyer,0,High,2,Cat_2,B
9655,463782,Female,No,29,Yes,Artist,8,Low,1,Cat_6,A
9656,464745,Male,,60,No,Engineer,0,Average,3,Cat_4,A
9657,467178,Female,Yes,58,No,Lawyer,0,High,4,Cat_6,C
9658,460023,Male,Yes,45,Yes,Entertainment,1,Low,1,Cat_6,D
